Parameter	Mean	95%_HPD_Lower	95%_HPD_Upper	ESS
posterior	-1237.23785840589	-1270.28870440609	-1203.5978662547	630.698831731067
likelihood	-1300.58204092997	-1315.30476243572	-1286.46587644007	1187.00487590825
prior	63.3441825240786	31.6358915571319	94.833183910804	540.197544371653
treeLikelihood	-1300.58204092997	-1315.30476243572	-1286.46587644007	1187.00487590825
Tree.height	1.19710343733671	1.08704928071136	1.3086425045673	1502.64262108676
Tree.treeLength	7.06617205360793	5.38923704079496	8.80426337781386	472.896952637401
ucldMean	0.0138071549507844	0.00843980707648591	0.0198119692693262	1104.20069204029
ucldStdev	0.183519000516676	5.35917288047081e-09	0.610322239716358	3096.5269149091
rate.mean	0.013930946346325	0.00858213307014457	0.0197854866268528	1126.23623514619
rate.variance	1.52734581089905e-05	5.62003112627352e-21	7.42333580082804e-05	4095.83868430542
rate.coefficientOfVariation	0.18963353988047	5.47382134717971e-09	0.647980478247247	3003.6914441623
originBDMMPrime	1.24296861194306	1.13512315855924	1.35000560302233	2362.9581990825
typeMappedTree.length_NOT_SET	7.06617205360793	5.38923704079496	8.80426337781386	472.896952637398
ReSPEpi.i0_endtime	0.444091468701342	0.334191180971334	0.55079980537618	2280.23382934039
ReSPEpi.i0	1.56467014614468	1.06879259054145	2.08548529266089	2902.90722896131
ReSPEpi.i1_endtime	0.458589129766704	0.352012116545651	0.566787379056693	2344.01608727434
ReSPEpi.i1	20.2494203185953	7.05447488121923	36.9397205930888	253.789855698606
ReSPEpi.i2_endtime	0.982259707837272	0.873778754051414	1.09258355583723	2044.39504271632
ReSPEpi.i2	0.173202036239304	0.0359835751051946	0.34591828214402	9102.89570818083
ReSPEpi.i3	2.89212977406334	1.88535305776707	3.92470433920891	3115.87055448784
becomeUninfectiousRateSPEpi	9.32554658430554	7.73632759162179	10.9824430937671	6692.76412842211
samplingProportionSPEpi.i0_endtime	0.292968611943062	0.185123158559242	0.400005603022327	2362.9581990825
samplingProportionSPEpi.i0	0	0	0	NA
samplingProportionSPEpi.i1_endtime	0.492968611943062	0.385123158559242	0.600005603022327	2362.9581990825
samplingProportionSPEpi.i1	0.278773884984243	0.151118332433026	0.417141309866385	1442.80839447113
samplingProportionSPEpi.i2_endtime	1.14296861194306	1.03512315855924	1.25000560302233	2362.9581990825
samplingProportionSPEpi.i2	0	0	0	NA
samplingProportionSPEpi.i3	0.279636507285512	0.0776872850873256	0.485803602014527	1155.91140823112
rateAC	0.287172249138362	0.0444323863653507	0.606570912710266	3626.51295003344
rateAG	2.53497981071528	1.72701248340022	2.92642009831852	6636.99028318574
rateAT	0.112828497806554	0.0100085553777589	0.272921757675859	6004.23773408847
rateCG	0.107478752463654	0.0100085553777589	0.258144132729248	6144.24741466035
rateCT	2.75402192055153	2.26005909709704	3.54030950864667	8297.14374746343
rateGT	0.203518769324622	0.0174139242738737	0.430600365685436	6217.79116036839
substmodel	122784.049770186	121121	123425	12044.3787800875
BMT_ModelIndicator	15.3206764080401	1	26	12531.28713035
BMT_gammaShape	1.30300407930221	0.00159504823154373	3.1950184758251	901.075873258872
BMT_ProportionInvariable	0.756480676065693	0.549677632898366	0.898334480569088	316.816878531671
hasGammaRates	0.730191397406874	0	1	846.336444694624
hasInvariableSites	0.972045002401043	1	1	638.697325776464
ActivePropInvariable	0.740159572399465	0.512343098148402	0.904928719099551	314.822763043826
ActiveGammaShape	0.823835827054389	0	2.59393758423516	3388.1215238954
hasEqualFreqs	0.905398916100707	0	1	434.7308213841
BMT_frequencies.1	0.246333318387747	0.0675995235488178	0.449263891112066	3680.53777945731
BMT_frequencies.2	0.250607756360044	0.0608796152929571	0.451076266831346	3926.77098476599
BMT_frequencies.3	0.251284391361079	0.0660349686834537	0.447458096615591	3854.97325307413
BMT_frequencies.4	0.25177453389113	0.0645675456813439	0.448001757313525	3852.01355230728
