Parameter	Mean	95%_HPD_Lower	95%_HPD_Upper	ESS
posterior	-28.1336086710802	-70.3166561266504	28.1044100379998	1600.28547403837
likelihood	NA	NA	NA	NA
prior	-28.1336086710802	-70.3166561266504	28.1044100379998	1600.28547403837
treeLikelihood	NA	NA	NA	NA
Tree.height	1.14530414632828	1.02036857337915	1.27153015801526	4879.28354067323
Tree.treeLength	25.1692918486381	13.2090074733638	35.4176328257335	1041.28082559719
ucldMean	0.000991608738352414	1.59988238929293e-06	0.00355342640738731	51819.0490508814
ucldStdev	0.205751039217047	9.89332821166295e-12	0.770683354558482	141184.926445807
rate.mean	0.000986724639043267	2.60788229737819e-06	0.00353247285016676	51979.8733406646
rate.variance	2.14639827870987e-07	7.27892487624616e-16	5.54397484913893e-07	70723.8075114905
rate.coefficientOfVariation	0.199684170179842	0.0709826465260323	0.359791328938303	18.4956362540318
originBDMMPrime	1.20333528042719	1.09351151019517	1.31866224441925	8863.33317689953
typeMappedTree.length_NOT_SET	25.1692918486381	13.2090074733638	35.4176328257336	1041.28082559708
ReSPEpi.i0_endtime	0.396383746316873	-0.00815484073484596	0.630448464252135	1087.07426468677
ReSPEpi.i0	2.49327106990361	0.368673287032429	3.89045764812045	2903.41752860397
ReSPEpi.i1_endtime	0.60247698143656	0.330740603925563	1.13318408874391	237.395691918759
ReSPEpi.i1	9.16066904312273	0.015150316674692	35.1318161619179	503.25252152406
ReSPEpi.i2_endtime	0.968010432308685	0.5184693210031	1.25247112858198	198.293761507006
ReSPEpi.i2	1.51000889959351	0.0199560110243244	5.67363748803199	456.404724372234
ReSPEpi.i3	1.76335683415046	0.0996268546067067	3.51608742070094	8311.5565223627
becomeUninfectiousRateSPEpi	7.99767685246561	6.49300830909224	9.60853269734869	22988.1982938164
samplingProportionSPEpi.i0_endtime	0.253335280427191	0.143511510195172	0.368662244419253	8863.33317689948
samplingProportionSPEpi.i0	0	0	0	NA
samplingProportionSPEpi.i1_endtime	0.453335280427191	0.343511510195172	0.568662244419253	8863.33317689947
samplingProportionSPEpi.i1	0.150886733869049	0.0064685400488556	0.332062463738532	1610.76640004321
samplingProportionSPEpi.i2_endtime	1.10333528042719	0.993511510195172	1.21866224441925	8863.33317689949
samplingProportionSPEpi.i2	0	0	0	NA
samplingProportionSPEpi.i3	0.0879781165876056	4.37950211486862e-06	0.263344248042572	2453.77051524494
rateAC	0.759434069253754	0.0100084094077583	1.94135207575297	37584.2354285134
rateAG	1.4789223955307	0.0420521719235942	3.14340068010982	21506.5302582494
rateAT	0.760416037311739	0.0100004997303571	1.94173942023714	37853.3500365012
rateCG	0.762059982340701	0.0100004997303571	1.94312398594697	37578.5670894021
rateCT	1.4765143059679	0.0419026722028052	3.13896148089836	21843.4910740892
rateGT	0.762653209595235	0.0100071383874775	1.94918138107014	35786.9371510675
substmodel	122431.716264476	121121	123454	211067.158273692
BMT_ModelIndicator	15.3334849308044	1	29	192056.759227025
BMT_gammaShape	0.997847454944973	0.00102595572215879	2.97239242089779	49642.902613438
BMT_ProportionInvariable	0.799729723866134	0.47458097558073	0.99998624486606	45471.020915285
hasGammaRates	0.498266294693275	0	1	125910.438418293
hasInvariableSites	0.496447125040443	0	1	126551.264158605
ActivePropInvariable	0.397185004676275	0	0.972178192602891	119728.263574145
ActiveGammaShape	0.495775469740605	0	2.29032613013965	89713.7122573753
hasEqualFreqs	0.500906532528341	0	1	220220.31436638
BMT_frequencies.1	0.24942280757185	0.0626295255579679	0.455651775493087	44925.1407421839
BMT_frequencies.2	0.249192251611989	0.0590391637042928	0.451473057967932	45810.360004338
BMT_frequencies.3	0.25059574271528	0.0647906319376137	0.457923609006742	46297.5248387711
BMT_frequencies.4	0.250789198100881	0.0597577081214722	0.454790911867473	45745.032773071
