Parameter	Mean	95%_HPD_Lower	95%_HPD_Upper	ESS
posterior	-15.7387944436827	-65.7254755191148	48.7354738229058	1224.59977580938
likelihood	NA	NA	NA	NA
prior	-15.7387944436827	-65.7254755191148	48.7354738229058	1224.59977580938
treeLikelihood	NA	NA	NA	NA
Tree.height	1.16078531358631	1.03156128251428	1.28958228853342	2914.60050667787
Tree.treeLength	24.4994214733369	12.4313619894323	35.5019419739551	971.192226895556
ucldMean	0.000998273936008633	3.21190497731798e-06	0.00357711825867161	40872.727040694
ucldStdev	0.206625019424502	1.15193314197129e-11	0.774970866067021	110277.842467293
rate.mean	0.00102414457410096	3.80910703446569e-06	0.00366968610321607	41317.3879267797
rate.variance	2.64193403245661e-06	4.10959013524081e-14	6.30155702380575e-06	61174.134773937
rate.coefficientOfVariation	0.607561741691142	0.0638625624648959	1.08813144675318	21.7542168406406
originBDMMPrime	1.21169593699799	1.09785995079843	1.32751890572927	5175.4114041011
typeMappedTree.length_NOT_SET	24.4994214733369	12.4313619894323	35.5019419739551	971.192226895552
ReSPEpi.i0_endtime	0.286506660108769	-0.0103055523537696	0.541177366651795	845.598534588948
ReSPEpi.i0	2.87241505595906	0.0982879528043696	5.86789470622411	2340.10058595384
ReSPEpi.i1_endtime	0.452087365243497	0.245068232783547	0.785377061313777	517.441589848486
ReSPEpi.i1	6.33687003957828	0.020428739002799	30.4596649406283	293.043340947607
ReSPEpi.i2_endtime	0.614030641314493	0.317886121907324	1.11182842320114	89.2561178415786
ReSPEpi.i2	11.9749204853147	0.023948055911494	38.9179337563976	203.011471109353
ReSPEpi.i3_endtime	0.91033191795656	0.482931034100504	1.25337708021798	63.6281296356189
ReSPEpi.i3	1.84096889571579	0.0156750561344209	6.16439786001131	244.671901047806
ReSPEpi.i4	1.63960693423465	0.106006203218571	3.27898772520107	5460.66746445752
becomeUninfectiousRateSPEpi	8.0864674862909	6.5414388078284	9.70379069061211	18033.878122618
samplingProportionSPEpi.i0_endtime	0.261695936997994	0.147859950798434	0.37751890572927	5175.4114041011
samplingProportionSPEpi.i0	0	0	0	NA
samplingProportionSPEpi.i1_endtime	0.461695936997994	0.347859950798434	0.57751890572927	5175.41140410106
samplingProportionSPEpi.i1	0.155198761822649	0.0060843214171968	0.33244716127598	1203.31903266289
samplingProportionSPEpi.i2_endtime	1.11169593699799	0.997859950798434	1.22751890572927	5175.41140410107
samplingProportionSPEpi.i2	0	0	0	NA
samplingProportionSPEpi.i3	0.107608672627559	1.48466540143238e-06	0.320776301055496	1774.86820163456
rateAC	0.756621109132294	0.0100061361764677	1.92838845369491	26492.5924932238
rateAG	1.48367197863297	0.0642517445229457	3.17527962420019	15192.0959257126
rateAT	0.757949521038677	0.0100061361764677	1.93578032494969	25934.755304937
rateCG	0.758241038865485	0.0100109771663859	1.93311492465672	27080.2397452454
rateCT	1.48220269558624	0.0649011856165065	3.16085087656291	15164.9907105259
rateGT	0.761313656744332	0.0100190732561434	1.92839208211411	27405.6163097387
substmodel	122425.716743754	121121	123454	153325.450221483
BMT_ModelIndicator	15.2927655968647	1	29	142445.438677197
BMT_gammaShape	0.99182953350066	0.0010046032600103	2.94767348314928	39596.6680410032
BMT_ProportionInvariable	0.799635534780768	0.474670182211887	0.999996445277346	35237.3173026253
hasGammaRates	0.502763753055036	0	1	98640.2688722228
hasInvariableSites	0.499362512602635	0	1	99136.9935490086
ActivePropInvariable	0.398878905187725	0	0.973840220402942	92282.3322937825
ActiveGammaShape	0.500424198733334	0	2.29056826771579	72638.9837648849
hasEqualFreqs	0.500304032451051	0	1	171887.172487831
BMT_frequencies.1	0.24936779290319	0.0585025258686842	0.452984050129234	36170.9642178855
BMT_frequencies.2	0.251184884844904	0.0604234882123537	0.456935944378409	35818.1140943544
BMT_frequencies.3	0.250086965945383	0.061631437025476	0.456993707658165	36716.27405409
BMT_frequencies.4	0.249360356306529	0.0667348450405305	0.46261972692176	36540.41088079
